,GAMEID,HOME_ELO,AWAY_ELO
8131,20170209ORLPHI,1413,1313
8132,20170209OKCCLE,1595,1634
8133,20170209DALUTA,1481,1580
8134,20170209PORBOS,1498,1602
8135,20170210BRKMIA,1229,1533
8136,20170210DETSAS,1488,1736
8137,20170210NYKDEN,1372,1451
8138,20170210MEMGSW,1586,1829
8139,20170210MILLAL,1427,1335
8140,20170210MINNOP,1408,1406
8141,20170210WASIND,1562,1545
8142,20170210PHOCHI,1341,1499
8143,20170210SACATL,1425,1577
8144,20170211INDMIL,1539,1412
8145,20170211CLEDEN,1626,1461
8146,20170211PHIMIA,1328,1537
8147,20170211OKCGSW,1603,1835
8148,20170211DALORL,1491,1398
8149,20170211HOUPHO,1615,1353
8150,20170211UTABOS,1570,1612
8151,20170212MINCHI,1395,1488
8152,20170212NYKSAS,1361,1742
8153,20170212TORDET,1562,1482
8154,20170212SACNOP,1437,1419
8155,20170213INDSAS,1523,1726
8156,20170213BRKMEM,1224,1580
8157,20170213MIAORL,1524,1393
8158,20170213MILDET,1427,1496
8159,20170213WASOKC,1568,1597
8160,20170213DALBOS,1496,1623
8161,20170213DENGSW,1458,1841
8162,20170213PHONOP,1351,1412
8163,20170213UTALAC,1559,1586
8164,20170213PORATL,1488,1566
8165,20170214CHITOR,1478,1547
8166,20170214MINCLE,1405,1629
8167,20170214LALSAC,1350,1444
8168,20170215CLEIND,1636,1516
8169,20170215ORLSAS,1408,1733
8170,20170215BOSPHI,1633,1341
8171,20170215BRKMIL,1220,1437
8172,20170215DETDAL,1487,1486
8173,20170215HOUMIA,1617,1508
8174,20170215MEMNOP,1583,1423
8175,20170215DENMIN,1475,1398
8176,20170215PHOLAL,1340,1340
8177,20170215UTAPOR,1547,1477
8178,20170215OKCNYK,1589,1378
8179,20170215GSWSAC,1825,1454
8180,20170215LACATL,1598,1577
8181,20170216INDWAS,1511,1576
8182,20170216CHIBOS,1487,1634
8183,20170223ORLPOR,1404,1472
8184,20170223CLENYK,1640,1375
8185,20170223NOPHOU,1439,1602
8186,20170223GSWLAC,1826,1605
8187,20170223SACDEN,1453,1460
8188,20170224INDMEM,1500,1567
8189,20170224PHIWAS,1339,1587
8190,20170224ATLMIA,1570,1524
8191,20170224CHIPHO,1498,1347
8192,20170224MILUTA,1443,1552
8193,20170224MINDAL,1413,1479
8194,20170224OKCLAL,1591,1333
8195,20170224TORBOS,1538,1623
8196,20170224DENBRK,1452,1213
8197,20170224LACSAS,1602,1737
8198,20170225ORLATL,1393,1556
8199,20170225NYKPHI,1373,1353
8200,20170225MIAIND,1538,1509
8201,20170225CLECHI,1643,1502
8202,20170225DALNOP,1470,1431
8203,20170225HOUMIN,1610,1422
8204,20170225GSWBRK,1829,1211
8205,20170226LALSAS,1331,1746
8206,20170226MILPHO,1434,1343
8207,20170226DENMEM,1455,1558
8208,20170226WASUTA,1573,1562
8209,20170226DETBOS,1494,1614
8210,20170226TORPOR,1548,1483
8211,20170226OKCNOP,1594,1425
8212,20170227CLEMIL,1627,1439
8213,20170227NYKTOR,1380,1553
8214,20170227PHIGSW,1346,1829
8215,20170227BOSATL,1623,1544
8216,20170227DALMIA,1476,1544
8217,20170227HOUIND,1613,1503
8218,20170227SACMIN,1460,1419
8219,20170228WASGSW,1560,1831
8220,20170228DETPOR,1485,1477
8221,20170228CHIDEN,1518,1445
8222,20170228MEMPHO,1568,1338
8223,20170228OKCUTA,1597,1575
8224,20170301ORLNYK,1405,1372
8225,20170301ATLDAL,1559,1485
8226,20170301MIAPHI,1535,1344
8227,20170301TORWAS,1561,1575
8228,20170301BOSCLE,1608,1630
8229,20170301MILDEN,1435,1460
8230,20170301NOPDET,1422,1492
8231,20170301SASIND,1749,1518
8232,20170301UTAMIN,1568,1433
8233,20170301LACHOU,1593,1598
8234,20170301SACBRK,1446,1211
8235,20170302CHIGSW,1504,1816
8236,20170302POROKC,1470,1604
8237,20170303ATLCLE,1564,1622
8238,20170303ORLMIA,1391,1538
8239,20170303PHINYK,1341,1385
8240,20170303WASTOR,1587,1549
8241,20170303MILLAC,1423,1580
8242,20170303DALMEM,1480,1571
8243,20170303PHOOKC,1336,1593
8244,20170303UTABRK,1552,1228
8245,20170303NOPSAS,1431,1751
8246,20170303LALBOS,1328,1616
8247,20170304PHIDET,1350,1483
8248,20170304MIACLE,1527,1633
8249,20170304MILTOR,1435,1562
8250,20170304CHILAC,1519,1569
8251,20170304HOUMEM,1611,1561
8252,20170304SASMIN,1756,1449
8253,20170304PORBRK,1481,1226
8254,20170305ATLIND,1553,1516
8255,20170305NYKGSW,1377,1801
8256,20170305PHOBOS,1350,1621
8257,20170305WASORL,1573,1403
8258,20170305SACUTA,1429,1554
8259,20170305DALOKC,1490,1579
8260,20170305LALNOP,1323,1426
8261,20170306CLEMIA,1623,1537
8262,20170306ORLNYK,1399,1374
8263,20170306PHIMIL,1341,1446
8264,20170306ATLGSW,1539,1804
8265,20170306DETCHI,1492,1508
8266,20170306MEMBRK,1555,1224
8267,20170306SASHOU,1757,1617
8268,20170306DENSAC,1472,1419
8269,20170306UTANOP,1563,1436
8270,20170306LACBOS,1580,1606
8271,20170307OKCPOR,1569,1483
8272,20170307DALLAL,1499,1313
8273,20170307PHOWAS,1364,1577
8274,20170308ORLCHI,1386,1500
8275,20170308ATLBRK,1534,1243
8276,20170308HOUUTA,1613,1568
8277,20170308INDDET,1530,1499
8278,20170308MILNYK,1455,1388
8279,20170308MINLAC,1447,1588
8280,20170308NOPTOR,1432,1552
8281,20170308SASSAC,1761,1414
8282,20170308DENWAS,1478,1584
8283,20170308GSWBOS,1809,1599
8284,20170309DETCLE,1493,1608
8285,20170309MEMLAC,1536,1577
8286,20170309OKCSAS,1554,1763
8287,20170309PORPHI,1498,1331
8288,20170309PHOLAL,1357,1310
8289,20170310ATLTOR,1536,1561
8290,20170310CHIHOU,1490,1599
8291,20170310MILIND,1461,1536
8292,20170310MINGSW,1458,1792
8293,20170310DALBRK,1503,1241
8294,20170310DENBOS,1468,1616
8295,20170310SACWAS,1412,1594
8296,20170311OKCUTA,1567,1582
8297,20170311LACPHI,1589,1327
8298,20170311DETNYK,1503,1382
8299,20170311ORLCLE,1396,1598
8300,20170311MIATOR,1552,1553
8301,20170311MILMIN,1470,1474
8302,20170311SASGSW,1750,1776
8303,20170311DALPHO,1505,1343
8304,20170311MEMATL,1525,1544
8305,20170311PORWAS,1502,1601
8306,20170311SACDEN,1404,1479
8307,20170312BOSCHI,1604,1480
8308,20170312BRKNYK,1239,1378
8309,20170312INDMIA,1527,1559
8310,20170312HOUCLE,1608,1605
8311,20170312PHOPOR,1360,1492
8312,20170312LALPHI,1324,1325
8313,20170313TORDAL,1546,1489
8314,20170313MEMMIL,1512,1478
8315,20170313MINWAS,1467,1611
8316,20170313SASATL,1758,1556
8317,20170313UTALAC,1574,1591
8318,20170313DENLAL,1490,1311
8319,20170313SACORL,1394,1389
8320,20170314CLEDET,1598,1508
8321,20170314BRKOKC,1250,1575
8322,20170314NYKIND,1367,1535
8323,20170314NOPPOR,1422,1501
8324,20170314GSWPHI,1768,1338
8325,20170315WASDAL,1600,1483
8326,20170315BOSMIN,1609,1478
8327,20170315DETUTA,1503,1582
8328,20170315MIANOP,1551,1432
8329,20170315CHIMEM,1476,1519
8330,20170315HOULAL,1616,1308
8331,20170315SASPOR,1761,1492
8332,20170315PHOSAC,1351,1401
8333,20170315LACMIL,1583,1471
8334,20170316CLEUTA,1603,1592
8335,20170316TOROKC,1552,1579
8336,20170316ATLMEM,1553,1530
8337,20170316NYKBRK,1379,1245
8338,20170316DENLAC,1493,1568
8339,20170316GSWORL,1769,1382
8340,20170317PHIDAL,1337,1498
8341,20170317WASCHI,1584,1464
8342,20170317BRKBOS,1261,1613
8343,20170317DETTOR,1492,1540
8344,20170317MIAMIN,1556,1474
8345,20170317NOPHOU,1427,1617
8346,20170317PHOORL,1339,1381
8347,20170317LALMIL,1306,1487
8348,20170318OKCSAC,1591,1412
8349,20170318ATLPOR,1539,1509
8350,20170318LACCLE,1559,1610
8351,20170318CHIUTA,1460,1585
8352,20170318MEMSAS,1544,1743
8353,20170318DENHOU,1503,1605
8354,20170318GSWMIL,1770,1494
8355,20170319BRKDAL,1257,1487
8356,20170319PHIBOS,1349,1617
8357,20170319DETPHO,1481,1328
8358,20170319MIAPOR,1561,1523
8359,20170319NOPMIN,1440,1468
8360,20170319TORIND,1551,1523
8361,20170319SASSAC,1730,1409
8362,20170319LALCLE,1298,1601
8363,20170320INDUTA,1516,1575
8364,20170320ORLPHI,1392,1363
8365,20170320BOSWAS,1602,1589
8366,20170320HOUDEN,1615,1493
8367,20170320OKCGSW,1594,1772
8368,20170320LACNYK,1567,1363
8369,20170321TORCHI,1558,1470
8370,20170321BRKDET,1251,1485
8371,20170321MIAPHO,1547,1324
8372,20170321NOPMEM,1448,1557
8373,20170321DALGSW,1493,1780
8374,20170321MINSAS,1460,1732
8375,20170321PORMIL,1537,1492
8376,20170321LALLAC,1293,1570
8377,20170322BOSIND,1609,1525
8378,20170322CHIDET,1465,1471
8379,20170322OKCPHI,1587,1357
8380,20170322WASATL,1582,1526
8381,20170322DENCLE,1488,1606
8382,20170322SACMIL,1407,1506
8383,20170322UTANYK,1566,1360
8384,20170323BRKPHO,1265,1321
8385,20170323MIATOR,1550,1563
8386,20170323DALLAC,1488,1575
8387,20170323SASMEM,1737,1546
8388,20170323PORNYK,1523,1357
8389,20170324INDDEN,1520,1499
8390,20170324ORLDET,1399,1463
8391,20170324WASBRK,1588,1273
8392,20170324BOSPHO,1614,1312
8393,20170324CHIPHI,1473,1354
8394,20170324HOUNOP,1619,1458
8395,20170324MILATL,1516,1520
8396,20170324GSWSAC,1785,1397
8397,20170324LALMIN,1288,1455
8398,20170325LACUTA,1566,1569
8399,20170325CLEWAS,1595,1589
8400,20170325DALTOR,1498,1575
8401,20170325SASNYK,1740,1353
8402,20170325PORMIN,1526,1443
8403,20170326ATLBRK,1513,1272
8404,20170326HOUOKC,1623,1589
8405,20170326LACSAC,1573,1396
8406,20170326MILCHI,1524,1457
8407,20170326BOSMIA,1616,1537
8408,20170326INDPHI,1507,1370
8409,20170326DENNOP,1512,1455
8410,20170326GSWMEM,1786,1543
8411,20170326LALPOR,1300,1532
8412,20170327NYKDET,1352,1455
8413,20170327TORORL,1586,1408
8414,20170327SASCLE,1741,1582
8415,20170327DALOKC,1487,1583
8416,20170327SACMEM,1413,1541
8417,20170327UTANOP,1561,1469
8418,20170328INDMIN,1511,1438
8419,20170328ATLPHO,1495,1311
8420,20170328BRKPHI,1289,1366
8421,20170328DETMIA,1444,1532
8422,20170328HOUGSW,1629,1789
8423,20170328PORDEN,1538,1498
8424,20170328LALWAS,1294,1602
8425,20170329ORLOKC,1405,1593
8426,20170329PHIATL,1376,1499
8427,20170329BOSMIL,1621,1509
8428,20170329NYKMIA,1362,1542
8429,20170329MEMIND,1530,1496
8430,20170329NOPDAL,1464,1477
8431,20170329SASGSW,1745,1797
8432,20170329LACWAS,1556,1607
8433,20170329SACUTA,1424,1566
8434,20170330DETBRK,1434,1279
8435,20170330CHICLE,1471,1579
8436,20170330MINLAL,1453,1289
8437,20170330PHOLAC,1307,1565
8438,20170330PORHOU,1544,1621
8439,20170331TORIND,1589,1490
8440,20170331BOSORL,1606,1397
8441,20170331CLEPHI,1568,1367
8442,20170331MEMDAL,1536,1469
8443,20170331MIANYK,1550,1355
8444,20170331MILDET,1525,1438
8445,20170331NOPSAC,1471,1415
8446,20170331OKCSAS,1600,1734
8447,20170331UTAWAS,1575,1598
8448,20170331GSWHOU,1808,1611
8449,20170401LACLAL,1571,1285
8450,20170401CHIATL,1482,1508
8451,20170401BRKORL,1275,1394
8452,20170401MINSAC,1456,1409
8453,20170401PORPHO,1553,1302
8454,20170402NYKBOS,1371,1609
8455,20170402LALMEM,1283,1542
8456,20170402MILDAL,1530,1464
8457,20170402SASUTA,1743,1583
8458,20170402BRKATL,1285,1500
8459,20170402CLEIND,1571,1485
8460,20170402MIADEN,1533,1492
8461,20170402NOPCHI,1477,1490
8462,20170402TORPHI,1594,1364
8463,20170402GSWWAS,1812,1591
8464,20170402PHOHOU,1299,1608
8465,20170403MINPOR,1442,1556
8466,20170404CLEORL,1577,1384
8467,20170404INDTOR,1480,1597
8468,20170404PHIBRK,1361,1299
8469,20170404NOPDEN,1465,1506
8470,20170404NYKCHI,1365,1502
8471,20170404OKCMIL,1591,1515
8472,20170404SASMEM,1746,1527
8473,20170404UTAPOR,1579,1545
8474,20170404GSWMIN,1814,1453
8475,20170404SACDAL,1423,1478
8476,20170405DETTOR,1433,1586
8477,20170405BOSCLE,1615,1580
8478,20170405HOUDEN,1613,1517
8479,20170405MEMOKC,1525,1597
8480,20170405SASLAL,1749,1298
8481,20170405PHOGSW,1295,1816
8482,20170405LACDAL,1573,1469
8483,20170406INDMIL,1490,1510
8484,20170406ORLBRK,1380,1313
8485,20170406PHICHI,1347,1491
8486,20170406NYKWAS,1376,1588
8487,20170406ATLBOS,1487,1601
8488,20170406PORMIN,1539,1451
8489,20170407CLEATL,1593,1497
8490,20170407TORMIA,1595,1519
8491,20170407HOUDET,1618,1424
8492,20170407MEMNYK,1514,1369
8493,20170407DALSAS,1465,1730
8494,20170407DENNOP,1512,1453
8495,20170407UTAMIN,1586,1446
8496,20170407PHOOKC,1293,1608
8497,20170407LALSAC,1317,1432
8498,20170408BRKCHI,1307,1500
8499,20170408ORLIND,1386,1498
8500,20170408PHIMIL,1338,1502
8501,20170408WASMIA,1595,1514
8502,20170408SASLAC,1736,1577
8503,20170408PORUTA,1544,1590
8504,20170408GSWNOP,1817,1447
8505,20170409NYKTOR,1365,1600
8506,20170409ATLCLE,1512,1578
8507,20170409DENOKC,1518,1592
8508,20170409MEMDET,1518,1441
8509,20170409PHODAL,1309,1459
8510,20170409SACHOU,1421,1601
8511,20170409LALMIN,1327,1442
8512,20170410PHIIND,1330,1508
8513,20170410BOSBRK,1591,1320
8514,20170410MIACLE,1529,1569
8515,20170410CHIORL,1487,1376
8516,20170410DETWAS,1456,1580
8517,20170410PORSAS,1553,1719
8518,20170410GSWUTA,1818,1581
8519,20170410LACHOU,1594,1609
8520,20170411MINOKC,1432,1603
8521,20170411DALDEN,1448,1507
8522,20170411LALNOP,1338,1446
8523,20170411SACPHO,1414,1320
8524,20170412BOSMIL,1593,1510
8525,20170412CHIBRK,1492,1318
8526,20170412CLETOR,1561,1606
8527,20170412HOUMIN,1601,1424
8528,20170412INDATL,1516,1521
8529,20170412MEMDAL,1503,1437
8530,20170412MIAWAS,1537,1589
8531,20170412NYKPHI,1359,1322
8532,20170412OKCDEN,1611,1518
8533,20170412ORLDET,1372,1447
8534,20170412UTASAS,1599,1707
8535,20170412GSWLAL,1801,1348
8536,20170412LACSAC,1601,1418
8537,20170412PORNOP,1564,1436
8538,20171017CLEBOS,1549,1598
8539,20171017GSWHOU,1802,1604
8540,20171018INDBRK,1523,1314
8541,20171018ORLMIA,1381,1546
8542,20171018WASPHI,1581,1316
8543,20171018BOSMIL,1590,1505
8544,20171018MEMNOP,1489,1452
8545,20171018DALATL,1451,1514
8546,20171018UTADEN,1609,1534
8547,20171018SASMIN,1697,1420
8548,20171018PHOPOR,1315,1549
8549,20171018SACHOU,1415,1621
8550,20171019TORCHI,1618,1495
8551,20171019OKCNYK,1596,1365
8552,20171019LALLAC,1347,1605
8553,20171020INDPOR,1526,1555
8554,20171020MILCLE,1520,1558
8555,20171020PHIBOS,1314,1575
8556,20171020WASDET,1583,1437
8557,20171020BRKORL,1312,1393
8558,20171020MINUTA,1418,1614
8559,20171020DALSAC,1440,1408
8560,20171020NOPGSW,1445,1785
8561,20171020PHOLAL,1309,1341
8562,20171021TORPHI,1622,1308
8563,20171021CHISAS,1491,1699
8564,20171021CLEORL,1570,1383
8565,20171021HOUDAL,1628,1426
8566,20171021MEMGSW,1495,1789
8567,20171021MIAIND,1534,1514
8568,20171021NYKDET,1363,1433
8569,20171021MILPOR,1508,1567
8570,20171021DENSAC,1528,1422
8571,20171021UTAOKC,1602,1598
8572,20171021LACPHO,1610,1297
8573,20171022BRKATL,1321,1525
8574,20171022OKCMIN,1591,1431
8575,20171022LALNOP,1353,1441
8576,20171023DETPHI,1444,1306
8577,20171023MIAATL,1541,1512
8578,20171023HOUMEM,1631,1510
8579,20171023DALGSW,1423,1774
8580,20171023SASTOR,1706,1624
8581,20171023DENWAS,1533,1587
8582,20171023PHOSAC,1295,1417
8583,20171024CLECHI,1553,1484
8584,20171024ORLBRK,1400,1334
8585,20171024BOSNYK,1580,1352
8586,20171024MININD,1447,1507
8587,20171024PORNOP,1558,1452
8588,20171024LACUTA,1612,1609
8589,20171025DETMIN,1428,1436
8590,20171025PHIHOU,1322,1616
8591,20171025BRKCLE,1328,1558
8592,20171025MIASAS,1547,1711
8593,20171025OKCIND,1575,1518
8594,20171025DALMEM,1420,1526
8595,20171025PHOUTA,1306,1602
8596,20171025GSWTOR,1778,1619
8597,20171025LALWAS,1343,1598
8598,20171026CHIATL,1478,1506
8599,20171026MEMDAL,1515,1430
8600,20171026MILBOS,1517,1583
8601,20171026PORLAC,1563,1619
8602,20171026SACNOP,1406,1447
8603,20171027ORLSAS,1406,1720
8604,20171027ATLDEN,1498,1522
8605,20171027NYKBRK,1349,1342
8606,20171027MINOKC,1429,1581
8607,20171027GSWWAS,1781,1584
8608,20171027LALTOR,1357,1615
8609,20171028NOPCLE,1459,1545
8610,20171028CHIOKC,1486,1569
8611,20171028MEMHOU,1521,1621
8612,20171028MIABOS,1539,1594
8613,20171028DALPHI,1425,1317
8614,20171028UTALAL,1586,1351
8615,20171028PORPHO,1552,1321
8616,20171028LACDET,1630,1436
8617,20171029ATLMIL,1486,1506
8618,20171029INDSAS,1512,1704
8619,20171029BRKDEN,1335,1534
8620,20171029SACWAS,1395,1581
8621,20171029CLENYK,1535,1356
8622,20171029GSWDET,1784,1453
8623,20171030BOSSAS,1605,1691
8624,20171030MIAMIN,1528,1440
8625,20171030NYKDEN,1373,1541
8626,20171030HOUPHI,1611,1333
8627,20171030NOPORL,1468,1421
8628,20171030UTADAL,1589,1409
8629,20171030PORTOR,1554,1621
8630,20171030LACGSW,1614,1766
8631,20171031INDSAC,1525,1387
8632,20171031BRKPHO,1328,1318
8633,20171031MILOKC,1518,1580
8634,20171031LALDET,1349,1471
8635,20171101CLEIND,1519,1529
8636,20171101PHIATL,1351,1473
8637,20171101WASPHO,1588,1331
8638,20171101BOSSAC,1615,1383
8639,20171101MIACHI,1513,1476
8640,20171101MEMORL,1531,1435
8641,20171101NOPMIN,1454,1455
8642,20171101NYKHOU,1385,1593
8643,20171101DENTOR,1529,1632
8644,20171101UTAPOR,1592,1543
8645,20171101LACDAL,1605,1406
8646,20171102SASGSW,1682,1774
8647,20171102PORLAL,1537,1360
8648,20171103DETMIL,1460,1507
8649,20171103ORLCHI,1450,1470
8650,20171103PHIIND,1361,1542
8651,20171103WASCLE,1571,1506
8652,20171103ATLHOU,1463,1600
8653,20171103NYKPHO,1378,1349
8654,20171103DALNOP,1403,1442
8655,20171103DENMIA,1539,1519
8656,20171103UTATOR,1598,1622
8657,20171103OKCBOS,1591,1617
8658,20171103LALBRK,1356,1315
8659,20171104LACMEM,1608,1515
8660,20171104DETSAC,1469,1381
8661,20171104CHINOP,1482,1453
8662,20171104MINDAL,1468,1391
8663,20171104DENGSW,1546,1785
8664,20171105CLEATL,1520,1454
8665,20171105LACMIA,1593,1512
8666,20171105ORLBOS,1438,1630
8667,20171105TORWAS,1634,1556
8668,20171105HOUUTA,1609,1586
8669,20171105SASPHO,1672,1343
8670,20171105NYKIND,1384,1529
8671,20171105POROKC,1541,1579
8672,20171105LALMEM,1362,1531
8673,20171106ATLBOS,1468,1637
8674,20171106PHOBRK,1341,1309
8675,20171106GSWMIA,1791,1527
8676,20171107CLEMIL,1506,1499
8677,20171107INDNOP,1518,1467
8678,20171107WASDAL,1571,1386
8679,20171107TORCHI,1619,1468
8680,20171107SASLAC,1673,1578
8681,20171107DENBRK,1540,1322
8682,20171107UTAPHI,1580,1374
8683,20171107PORMEM,1549,1519
8684,20171107SACOKC,1376,1570
8685,20171108DETIND,1474,1504
8686,20171108ORLNYK,1431,1396
8687,20171108BOSLAL,1645,1374
8688,20171108PHOMIA,1327,1525
8689,20171108GSWMIN,1793,1473
8690,20171109WASLAL,1554,1372
8691,20171109TORNOP,1623,1481
8692,20171109HOUCLE,1615,1513
8693,20171109SACPHI,1388,1391
8694,20171109DENOKC,1542,1558
8695,20171110DETATL,1482,1460
8696,20171110CHIIND,1464,1496
8697,20171110OKCLAC,1550,1573
8698,20171110PHOORL,1320,1437
8699,20171110SASMIL,1678,1492
8700,20171110UTAMIA,1562,1532
8701,20171110PORBRK,1535,1319
8702,20171111NOPLAC,1477,1566
8703,20171111WASATL,1558,1454
8704,20171111HOUMEM,1620,1532
8705,20171111NYKSAC,1389,1395
8706,20171111DALCLE,1403,1508
8707,20171111GSWPHI,1795,1383
8708,20171111MILLAL,1509,1369
8709,20171111SASCHI,1661,1452
8710,20171111DENORL,1550,1446
8711,20171111PHOMIN,1311,1472
8712,20171111UTABRK,1549,1337
8713,20171112BOSTOR,1647,1627
8714,20171112DETMIA,1489,1546
8715,20171112INDHOU,1508,1625
8716,20171112OKCDAL,1558,1393
8717,20171113WASSAC,1562,1388
8718,20171113NYKCLE,1397,1518
8719,20171113MILMEM,1513,1527
8720,20171113NOPATL,1487,1449
8721,20171113PHOLAL,1322,1365
8722,20171113UTAMIN,1552,1460
8723,20171113PORDEN,1518,1555
8724,20171113GSWORL,1796,1442
8725,20171113LACPHI,1556,1382
8726,20171114BRKBOS,1334,1654
8727,20171114HOUTOR,1635,1620
8728,20171114DALSAS,1389,1664
8729,20171115ATLSAC,1443,1385
8730,20171115MIAWAS,1537,1566
8731,20171115NYKUTA,1387,1537
8732,20171115MEMIND,1520,1498
8733,20171115MILDET,1520,1497
8734,20171115MINSAS,1475,1670
8735,20171115NOPTOR,1493,1633
8736,20171115OKCCHI,1562,1450
8737,20171115PORORL,1526,1440
8738,20171115LALPHI,1376,1399
8739,20171116BOSGSW,1658,1797
8740,20171116PHOHOU,1311,1621
8741,20171117INDDET,1512,1491
8742,20171117WASMIA,1578,1525
8743,20171117BRKUTA,1329,1525
8744,20171117CLELAC,1527,1539
8745,20171117TORNYK,1642,1399
8746,20171117SASOKC,1657,1566
8747,20171117DALMIN,1384,1488
8748,20171117SACPOR,1379,1531
8749,20171117DENNOP,1546,1484
8750,20171117LALPHO,1364,1306
8751,20171118ORLUTA,1435,1513
8752,20171118ATLBOS,1448,1669
8753,20171118PHIGSW,1411,1786
8754,20171118MEMHOU,1506,1626
8755,20171118DALMIL,1374,1527
8756,20171118PORSAC,1520,1390
8757,20171119TORWAS,1645,1564
8758,20171119MIAIND,1539,1518
8759,20171119BRKGSW,1342,1789
8760,20171119MINDET,1497,1484
8761,20171119PHOCHI,1320,1445
8762,20171119LALDEN,1350,1552
8763,20171120DETCLE,1497,1535
8764,20171120ORLIND,1425,1532
8765,20171120PHIUTA,1408,1523
8766,20171120NYKLAC,1396,1532
8767,20171120MEMPOR,1497,1524
8768,20171120MILWAS,1515,1558
8769,20171120NOPOKC,1478,1561
8770,20171120DALBOS,1385,1676
8771,20171120SASATL,1662,1442
8772,20171120SACDEN,1386,1539
8773,20171121LALCHI,1363,1434
8774,20171122CLEBRK,1547,1340
8775,20171122PHIPOR,1418,1536
8776,20171122ATLLAC,1439,1521
8777,20171122MIABOS,1526,1681
8778,20171122NYKTOR,1407,1650
8779,20171122HOUDEN,1635,1548
8780,20171122MEMDAL,1485,1380
8781,20171122MINORL,1484,1415
8782,20171122NOPSAS,1488,1665
8783,20171122OKCGSW,1552,1792
8784,20171122PHOMIL,1331,1504
8785,20171122UTACHI,1513,1425
8786,20171122SACLAL,1378,1372
8787,20171124BRKPOR,1337,1526
8788,20171124ATLNYK,1428,1421
8789,20171124BOSORL,1669,1409
8790,20171124INDTOR,1542,1636
8791,20171124MINMIA,1490,1537
8792,20171124OKCDET,1565,1485
8793,20171124DENMEM,1543,1469
8794,20171124PHONOP,1323,1500
8795,20171124GSWCHI,1778,1420
8796,20171125PHIORL,1429,1407
8797,20171125WASPOR,1570,1533
8798,20171125ATLTOR,1435,1626
8799,20171125HOUNYK,1641,1414
8800,20171125INDBOS,1551,1672
8801,20171125DALOKC,1396,1551
8802,20171125GSWNOP,1779,1508
8803,20171125UTAMIL,1518,1512
8804,20171125SACLAC,1385,1531
8805,20171126CHIMIA,1419,1549
8806,20171126MINPHO,1478,1315
8807,20171126MEMBRK,1464,1329
8808,20171127INDORL,1542,1400
8809,20171127PHICLE,1435,1550
8810,20171127BOSDET,1681,1500
8811,20171127NYKPOR,1412,1547
8812,20171127HOUBRK,1643,1345
8813,20171127SASDAL,1652,1407
8814,20171127GSWSAC,1781,1376
8815,20171127LACLAL,1540,1365
8816,20171128CLEMIA,1559,1558
8817,20171128CHIPHO,1410,1312
8818,20171128MINWAS,1482,1556
8819,20171128SACMIL,1395,1505
8820,20171128UTADEN,1525,1548
8821,20171129DETPHO,1517,1327
8822,20171129ORLOKC,1396,1539
8823,20171129PHIWAS,1426,1567
8824,20171129NYKMIA,1403,1551
8825,20171129HOUIND,1645,1546
8826,20171129NOPMIN,1506,1471
8827,20171129DALBRK,1405,1343
8828,20171129SASMEM,1655,1448
8829,20171129LALGSW,1362,1762
8830,20171130ATLCLE,1428,1566
8831,20171130BOSPHI,1664,1437
8832,20171130DENCHI,1540,1394
8833,20171130PORMIL,1556,1514
8834,20171130LACUTA,1543,1533
8835,20171201ORLGSW,1408,1765
8836,20171201WASDET,1556,1520
8837,20171201TORIND,1634,1541
8838,20171201CHISAC,1391,1385
8839,20171201MEMSAS,1445,1658
8840,20171201OKCMIN,1528,1485
8841,20171201UTANOP,1546,1492
8842,20171202BOSPHO,1667,1324
8843,20171202DALLAC,1391,1530
8844,20171202BRKATL,1358,1419
8845,20171202CLEMEM,1575,1438
8846,20171202PHIDET,1434,1514
8847,20171202MILSAC,1528,1398
8848,20171202DENLAL,1544,1359
8849,20171202PORNOP,1542,1486
8850,20171203NYKORL,1414,1404
8851,20171203MIAGSW,1539,1769
8852,20171203MINLAC,1479,1519
8853,20171203OKCSAS,1534,1665
8854,20171203LALHOU,1355,1650
8855,20171204INDNYK,1536,1401
8856,20171204PHIPHO,1444,1322
8857,20171204ATLBRK,1430,1347
8858,20171204BOSMIL,1668,1532
8859,20171204CHICLE,1378,1579
8860,20171204MEMMIN,1434,1487
8861,20171204NOPGSW,1500,1775
8862,20171204DALDEN,1402,1547
8863,20171204SASDET,1654,1504
8864,20171204UTAWAS,1552,1562
8865,20171205TORPHO,1639,1338
8866,20171205OKCUTA,1545,1559
8867,20171205PORWAS,1528,1555
8868,20171206CLESAC,1587,1394
8869,20171206INDCHI,1540,1370
8870,20171206ORLATL,1417,1415
8871,20171206BOSDAL,1673,1413
8872,20171206NYKMEM,1397,1443
8873,20171206MILDET,1528,1501
8874,20171206NOPDEN,1495,1536
8875,20171206SASMIA,1658,1533
8876,20171206LACMIN,1511,1478
8877,20171207PHILAL,1428,1350
8878,20171207PHOWAS,1336,1567
8879,20171207BRKOKC,1361,1552
8880,20171207UTAHOU,1552,1655
8881,20171208DETGSW,1494,1781
8882,20171208INDCLE,1544,1590
8883,20171208ORLDEN,1424,1528
8884,20171208MEMTOR,1434,1640
8885,20171208MILDAL,1535,1411
8886,20171208NOPSAC,1503,1391
8887,20171208SASBOS,1662,1675
8888,20171209LACWAS,1497,1573
8889,20171209BRKMIA,1374,1529
8890,20171209ATLORL,1408,1414
8891,20171209CHINYK,1367,1405
